TIME ,8;1,2;1,1;2,1;8
09:34,2.2,2.9,1.7,0.7
10:06,2.4,1.7,1.5,2.1
10:30,2.7,1.5,0.7,1.5
11:00,2.7,2.4,1.1,1.3
11:30,1.9,2.7,1.1,1
,,,,
,,,,
