TIME ,8;1,2;1,1;2,1;8
12:00,0.3,0.1,0.3,0.1
12:30,0.2,0.4,0.3,0.3
13:00,1,0.4,0.3,0.6
13:30,0.9,0.4,0.3,1.6
14:00,1,0.6,0.7,1.3
14:30,1.1,0.3,0.9,1.4
15:00,1.4,0.8,0.7,1.2
